sgRNA	Gene	T0_rep1	T0_rep2	T12_rep1	T12_rep2
C2orf68_TSS1_+431_g5	C2orf68	143	156	156	126
C2orf69_TSS1_-231_g1	C2orf69	747	789	1142	710
C2orf69_TSS1_-76_g2	C2orf69	596	688	709	1049
C2orf69_TSS1_+36_g3	C2orf69	729	592	662	797
C2orf69_TSS1_+135_g4	C2orf69	444	460	577	592
C2orf69_TSS1_+431_g5	C2orf69	479	728	433	391
C2orf70_TSS1_-265_g1	C2orf70	599	699	581	399
C2orf70_TSS1_-99_g2	C2orf70	815	984	693	766
C2orf70_TSS1_+18_g3	C2orf70	575	526	605	546
C2orf70_TSS1_+153_g4	C2orf70	658	618	766	557
C2orf70_TSS1_+423_g5	C2orf70	783	647	603	546
C2orf72_TSS1_-268_g1	C2orf72	114	181	179	203
C2orf72_TSS1_-88_g2	C2orf72	115	195	164	98
C2orf72_TSS1_+30_g3	C2orf72	252	278	154	131
C2orf72_TSS1_+130_g4	C2orf72	132	233	191	116
C2orf72_TSS1_+416_g5	C2orf72	196	166	214	184
C2orf73_TSS1_-234_g1	C2orf73	682	872	813	916
C2orf73_TSS1_-80_g2	C2orf73	763	631	526	565
C2orf73_TSS1_+21_g3	C2orf73	962	1169	923	654
C2orf73_TSS1_+132_g4	C2orf73	691	841	754	601
C2orf73_TSS1_+414_g5	C2orf73	629	500	692	917
C2orf74_TSS1_-232_g1	C2orf74	435	416	469	621
C2orf74_TSS1_-67_g2	C2orf74	718	574	744	627
C2orf74_TSS1_+30_g3	C2orf74	374	327	417	253
C2orf74_TSS1_+169_g4	C2orf74	494	401	461	346
C2orf74_TSS1_+417_g5	C2orf74	437	618	376	420
C2orf76_TSS1_-238_g1	C2orf76	390	304	436	343
C2orf76_TSS1_-92_g2	C2orf76	365	389	305	508
C2orf76_TSS1_+6_g3	C2orf76	435	507	661	461
C2orf76_TSS1_+156_g4	C2orf76	409	530	499	645
C2orf76_TSS1_+419_g5	C2orf76	451	489	610	777
C2orf78_TSS1_-262_g1	C2orf78	403	433	413	703
C2orf78_TSS1_-97_g2	C2orf78	545	400	416	409
C2orf78_TSS1_+27_g3	C2orf78	350	353	341	405
C2orf78_TSS1_+165_g4	C2orf78	451	351	439	393
C2orf78_TSS1_+427_g5	C2orf78	721	664	509	411
C2orf80_TSS1_-252_g1	C2orf80	193	320	307	295
C2orf80_TSS1_-65_g2	C2orf80	542	390	294	574
C2orf80_TSS1_+28_g3	C2orf80	348	437	327	367
C2orf80_TSS1_+148_g4	C2orf80	447	302	465	335
C2orf80_TSS1_+406_g5	C2orf80	284	378	202	239
C2orf81_TSS1_-245_g1	C2orf81	925	1068	923	888
C2orf81_TSS1_-90_g2	C2orf81	1195	1081	946	983
C2orf81_TSS1_+35_g3	C2orf81	1103	1075	1367	857
C2orf81_TSS1_+140_g4	C2orf81	786	1290	685	1064
C2orf81_TSS1_+406_g5	C2orf81	1037	845	1060	1063
C2orf82_TSS1_-235_g1	C2orf82	603	949	564	476
C2orf82_TSS1_-69_g2	C2orf82	720	860	993	735
C2orf82_TSS1_+42_g3	C2orf82	938	875	742	770
C2orf82_TSS1_+159_g4	C2orf82	1131	1377	800	1173
C2orf82_TSS1_+406_g5	C2orf82	892	832	990	958
C2orf88_TSS1_-242_g1	C2orf88	642	376	563	839
C2orf88_TSS1_-86_g2	C2orf88	622	839	746	637
C2orf88_TSS1_+27_g3	C2orf88	734	821	1076	711
C2orf88_TSS1_+162_g4	C2orf88	447	451	647	370
C2orf88_TSS1_+421_g5	C2orf88	512	620	857	832
C3orf17_TSS1_-251_g1	C3orf17	291	200	138	173
C3orf17_TSS1_-95_g2	C3orf17	306	453	218	171
C3orf17_TSS1_+10_g3	C3orf17	409	407	45	76
C3orf17_TSS1_+140_g4	C3orf17	377	127	73	45
C3orf17_TSS1_+424_g5	C3orf17	420	369	312	300
C3orf18_TSS1_-242_g1	C3orf18	777	720	471	373
C3orf18_TSS1_-89_g2	C3orf18	638	807	476	447
C3orf18_TSS1_+38_g3	C3orf18	630	525	614	863
C3orf18_TSS1_+165_g4	C3orf18	541	633	531	440
C3orf18_TSS1_+439_g5	C3orf18	627	819	447	499
C3orf20_TSS1_-257_g1	C3orf20	550	551	639	850
C3orf20_TSS1_-84_g2	C3orf20	677	445	669	549
C3orf20_TSS1_+27_g3	C3orf20	1255	967	1192	1199
C3orf20_TSS1_+134_g4	C3orf20	920	593	783	662
C3orf20_TSS1_+402_g5	C3orf20	683	742	747	475
C3orf22_TSS1_-234_g1	C3orf22	261	297	411	333
C3orf22_TSS1_-85_g2	C3orf22	172	246	304	225
C3orf22_TSS1_+16_g3	C3orf22	363	331	312	206
C3orf22_TSS1_+141_g4	C3orf22	374	324	252	364
C3orf22_TSS1_+410_g5	C3orf22	311	233	394	362
C3orf30_TSS1_-242_g1	C3orf30	217	156	218	261
C3orf30_TSS1_-98_g2	C3orf30	192	195	175	179
C3orf30_TSS1_+39_g3	C3orf30	209	247	225	180
C3orf30_TSS1_+143_g4	C3orf30	188	154	197	249
C3orf30_TSS1_+432_g5	C3orf30	176	315	159	142
C3orf33_TSS1_-235_g1	C3orf33	156	157	241	204
C3orf33_TSS1_-61_g2	C3orf33	173	250	277	225
C3orf33_TSS1_+10_g3	C3orf33	210	303	205	163
C3orf33_TSS1_+170_g4	C3orf33	242	263	255	167
C3orf33_TSS1_+429_g5	C3orf33	176	93	113	173
C3orf37_TSS1_-256_g1	C3orf37	765	690	868	607
C3orf37_TSS1_-69_g2	C3orf37	468	594	327	490
C3orf37_TSS1_+6_g3	C3orf37	1240	1017	364	710
C3orf37_TSS1_+133_g4	C3orf37	449	572	404	368
C3orf37_TSS1_+401_g5	C3orf37	651	811	478	726
C3orf38_TSS1_-245_g1	C3orf38	633	600	592	448
C3orf38_TSS1_-77_g2	C3orf38	678	714	986	785
C3orf38_TSS1_+18_g3	C3orf38	803	478	580	444
C3orf38_TSS1_+163_g4	C3orf38	1016	576	561	542
C3orf38_TSS1_+407_g5	C3orf38	889	881	915	1010
C3orf52_TSS1_-260_g1	C3orf52	223	290	260	203
C3orf52_TSS1_-73_g2	C3orf52	262	292	193	277
C3orf52_TSS1_+36_g3	C3orf52	276	252	284	265
C3orf52_TSS1_+137_g4	C3orf52	334	235	171	264
C3orf52_TSS1_+414_g5	C3orf52	321	189	239	227
C3orf55_TSS1_-243_g1	C3orf55	739	768	909	919
C3orf55_TSS1_-76_g2	C3orf55	334	413	686	544
C3orf55_TSS1_+24_g3	C3orf55	523	533	960	421
C3orf55_TSS1_+162_g4	C3orf55	334	353	669	346
C3orf55_TSS1_+417_g5	C3orf55	506	414	441	429
C3orf58_TSS1_-238_g1	C3orf58	545	505	406	224
C3orf58_TSS1_-86_g2	C3orf58	482	652	580	315
C3orf58_TSS1_+11_g3	C3orf58	952	822	397	635
C3orf58_TSS1_+152_g4	C3orf58	539	605	352	509
C3orf58_TSS1_+419_g5	C3orf58	667	607	577	616
C3orf62_TSS1_-245_g1	C3orf62	235	208	235	238
C3orf62_TSS1_-71_g2	C3orf62	159	315	266	228
C3orf62_TSS1_+13_g3	C3orf62	173	142	203	252
C3orf62_TSS1_+168_g4	C3orf62	315	194	268	203
C3orf62_TSS1_+408_g5	C3orf62	249	303	275	195
C3orf67_TSS1_-270_g1	C3orf67	506	473	810	804
C3orf67_TSS1_-63_g2	C3orf67	939	894	1048	1630
C3orf67_TSS1_+21_g3	C3orf67	701	718	810	615
C3orf67_TSS1_+135_g4	C3orf67	1186	1493	1084	984
C3orf67_TSS1_+439_g5	C3orf67	628	354	464	573
C3orf70_TSS1_-241_g1	C3orf70	230	340	346	329
C3orf70_TSS1_-96_g2	C3orf70	424	347	391	351
C3orf70_TSS1_+8_g3	C3orf70	339	473	280	350
C3orf70_TSS1_+133_g4	C3orf70	320	426	417	276
C3orf70_TSS1_+435_g5	C3orf70	405	422	286	376
C3orf72_TSS1_-269_g1	C3orf72	520	634	379	526
C3orf72_TSS1_-86_g2	C3orf72	587	543	534	685
C3orf72_TSS1_+40_g3	C3orf72	512	544	543	487
C3orf72_TSS1_+166_g4	C3orf72	894	785	630	544
C3orf72_TSS1_+401_g5	C3orf72	495	469	750	362
C3orf80_TSS1_-270_g1	C3orf80	190	339	205	320
C3orf80_TSS1_-84_g2	C3orf80	194	156	131	144
C3orf80_TSS1_+22_g3	C3orf80	185	298	167	184
C3orf80_TSS1_+167_g4	C3orf80	257	171	165	178
C3orf80_TSS1_+439_g5	C3orf80	143	235	136	203
C4orf17_TSS1_-261_g1	C4orf17	293	438	242	305
C4orf17_TSS1_-97_g2	C4orf17	336	296	321	282
C4orf17_TSS1_+29_g3	C4orf17	289	313	363	173
C4orf17_TSS1_+145_g4	C4orf17	308	275	473	401
C4orf17_TSS1_+401_g5	C4orf17	235	192	284	220
C4orf19_TSS1_-234_g1	C4orf19	381	332	388	408
C4orf19_TSS1_-61_g2	C4orf19	281	235	335	263
C4orf19_TSS1_+7_g3	C4orf19	251	189	236	321
C4orf19_TSS1_+151_g4	C4orf19	358	210	258	260
C4orf19_TSS1_+433_g5	C4orf19	359	285	394	426
C4orf21_TSS1_-268_g1	C4orf21	476	249	380	353
C4orf21_TSS1_-66_g2	C4orf21	249	260	345	246
C4orf21_TSS1_+44_g3	C4orf21	189	389	339	243
C4orf21_TSS1_+145_g4	C4orf21	238	299	199	205
C4orf21_TSS1_+433_g5	C4orf21	305	364	373	166
C4orf22_TSS1_-260_g1	C4orf22	542	467	771	946
C4orf22_TSS1_-86_g2	C4orf22	602	541	503	569
C4orf22_TSS1_+39_g3	C4orf22	702	404	617	545
C4orf22_TSS1_+145_g4	C4orf22	598	433	790	576
C4orf22_TSS1_+409_g5	C4orf22	841	800	434	604
C4orf27_TSS1_-263_g1	C4orf27	389	371	301	256
C4orf27_TSS1_-69_g2	C4orf27	254	294	271	124
C4orf27_TSS1_+45_g3	C4orf27	224	449	292	438
C4orf27_TSS1_+152_g4	C4orf27	177	183	241	194
C4orf27_TSS1_+405_g5	C4orf27	219	221	177	248
C4orf29_TSS1_-235_g1	C4orf29	812	719	650	696
C4orf29_TSS1_-76_g2	C4orf29	849	920	809	676
C4orf29_TSS1_+31_g3	C4orf29	689	529	659	1030
C4orf29_TSS1_+156_g4	C4orf29	653	662	468	369
C4orf29_TSS1_+424_g5	C4orf29	1174	703	1167	803
C4orf3_TSS1_-264_g1	C4orf3	504	723	522	705
C4orf3_TSS1_-78_g2	C4orf3	443	561	359	408
C4orf3_TSS1_+26_g3	C4orf3	686	746	603	597
C4orf3_TSS1_+162_g4	C4orf3	1011	734	568	597
C4orf3_TSS1_+401_g5	C4orf3	706	931	1081	1005
C4orf32_TSS1_-256_g1	C4orf32	216	325	205	285
C4orf32_TSS1_-97_g2	C4orf32	146	227	207	293
C4orf32_TSS1_+44_g3	C4orf32	172	149	137	246
C4orf32_TSS1_+162_g4	C4orf32	254	236	300	322
C4orf32_TSS1_+412_g5	C4orf32	228	288	244	354
C4orf33_TSS1_-261_g1	C4orf33	561	403	307	413
C4orf33_TSS1_-99_g2	C4orf33	707	688	553	410
C4orf33_TSS1_+45_g3	C4orf33	543	499	633	639
C4orf33_TSS1_+149_g4	C4orf33	496	606	530	638
C4orf33_TSS1_+431_g5	C4orf33	564	475	368	997
C4orf36_TSS1_-258_g1	C4orf36	693	1327	949	546
C4orf36_TSS1_-81_g2	C4orf36	600	642	550	342
C4orf36_TSS1_+41_g3	C4orf36	733	784	654	478
C4orf36_TSS1_+153_g4	C4orf36	646	785	559	558
C4orf36_TSS1_+415_g5	C4orf36	891	473	469	504
C4orf45_TSS1_-232_g1	C4orf45	586	503	502	563
C4orf45_TSS1_-97_g2	C4orf45	660	1471	952	761
C4orf45_TSS1_+8_g3	C4orf45	603	788	570	622
C4orf45_TSS1_+158_g4	C4orf45	374	727	1207	1313
C4orf45_TSS1_+403_g5	C4orf45	836	981	568	1158
C4orf48_TSS1_-266_g1	C4orf48	208	205	160	153
C4orf48_TSS1_-61_g2	C4orf48	237	150	182	202
C4orf48_TSS1_+37_g3	C4orf48	146	197	309	329
C4orf48_TSS1_+161_g4	C4orf48	276	134	271	137
C4orf48_TSS1_+402_g5	C4orf48	184	146	191	274
C4orf6_TSS1_-268_g1	C4orf6	270	372	317	193
C4orf6_TSS1_-90_g2	C4orf6	307	187	181	319
C4orf6_TSS1_+38_g3	C4orf6	320	278	272	390
C4orf6_TSS1_+161_g4	C4orf6	252	251	223	168
C4orf6_TSS1_+433_g5	C4orf6	244	296	217	253
C5orf15_TSS1_-260_g1	C5orf15	244	247	344	380
C5orf15_TSS1_-76_g2	C5orf15	214	264	294	174
C5orf15_TSS1_+31_g3	C5orf15	240	260	220	218
C5orf15_TSS1_+162_g4	C5orf15	205	273	297	242
C5orf15_TSS1_+420_g5	C5orf15	159	206	278	380
C5orf22_TSS1_-234_g1	C5orf22	920	1059	725	1201
C5orf22_TSS1_-91_g2	C5orf22	832	933	1044	956
C5orf22_TSS1_+27_g3	C5orf22	972	759	870	712
C5orf22_TSS1_+131_g4	C5orf22	751	693	931	1022
C5orf22_TSS1_+438_g5	C5orf22	823	680	741	795
C5orf24_TSS1_-234_g1	C5orf24	710	1145	1027	1107
C5orf24_TSS1_-91_g2	C5orf24	927	578	507	651
C5orf24_TSS1_+22_g3	C5orf24	634	760	786	842
C5orf24_TSS1_+142_g4	C5orf24	805	835	831	308
C5orf24_TSS1_+419_g5	C5orf24	641	550	698	770
C5orf28_TSS1_-235_g1	C5orf28	161	228	196	301
C5orf28_TSS1_-66_g2	C5orf28	199	160	131	97
C5orf28_TSS1_+20_g3	C5orf28	195	205	137	274
C5orf28_TSS1_+146_g4	C5orf28	170	202	191	119
C5orf28_TSS1_+420_g5	C5orf28	207	228	142	162
C5orf30_TSS1_-241_g1	C5orf30	447	469	334	209
C5orf30_TSS1_-87_g2	C5orf30	677	382	504	224
C5orf30_TSS1_+18_g3	C5orf30	635	835	614	401
C5orf30_TSS1_+165_g4	C5orf30	581	509	348	299
C5orf30_TSS1_+409_g5	C5orf30	581	326	384	328
C5orf34_TSS1_-269_g1	C5orf34	438	308	265	499
C5orf34_TSS1_-98_g2	C5orf34	544	497	330	435
C5orf34_TSS1_+16_g3	C5orf34	274	443	353	376
C5orf34_TSS1_+154_g4	C5orf34	431	423	629	627
C5orf34_TSS1_+409_g5	C5orf34	465	470	535	353
C5orf38_TSS1_-268_g1	C5orf38	284	172	259	253
C5orf38_TSS1_-75_g2	C5orf38	308	257	352	303
C5orf38_TSS1_+44_g3	C5orf38	260	231	183	246
C5orf38_TSS1_+170_g4	C5orf38	254	240	269	211
C5orf38_TSS1_+402_g5	C5orf38	220	162	279	207
C5orf42_TSS1_-244_g1	C5orf42	131	194	265	243
C5orf42_TSS1_-72_g2	C5orf42	211	358	265	346
C5orf42_TSS1_+21_g3	C5orf42	280	241	194	533
C5orf42_TSS1_+168_g4	C5orf42	264	298	471	345
C5orf42_TSS1_+400_g5	C5orf42	188	285	208	258
C5orf45_TSS1_-245_g1	C5orf45	649	426	403	453
C5orf45_TSS1_-93_g2	C5orf45	455	643	410	661
C5orf45_TSS1_+37_g3	C5orf45	634	637	410	601
C5orf45_TSS1_+135_g4	C5orf45	792	737	682	527
C5orf45_TSS1_+412_g5	C5orf45	542	691	577	469
C5orf46_TSS1_-236_g1	C5orf46	805	1457	673	945
C5orf46_TSS1_-80_g2	C5orf46	741	729	477	779
C5orf46_TSS1_+17_g3	C5orf46	774	955	615	1103
C5orf46_TSS1_+146_g4	C5orf46	1189	896	493	805
C5orf46_TSS1_+401_g5	C5orf46	897	778	469	640
C5orf47_TSS1_-264_g1	C5orf47	450	813	565	531
C5orf47_TSS1_-60_g2	C5orf47	430	269	583	523
C5orf47_TSS1_+33_g3	C5orf47	526	858	646	833
C5orf47_TSS1_+152_g4	C5orf47	722	634	637	679
C5orf47_TSS1_+436_g5	C5orf47	744	1033	591	698
C5orf48_TSS1_-234_g1	C5orf48	298	345	319	278
C5orf48_TSS1_-72_g2	C5orf48	470	249	523	397
C5orf48_TSS1_+26_g3	C5orf48	265	392	455	395
C5orf48_TSS1_+135_g4	C5orf48	341	448	481	303
C5orf48_TSS1_+403_g5	C5orf48	398	362	338	418
C5orf51_TSS1_-267_g1	C5orf51	531	827	754	909
C5orf51_TSS1_-87_g2	C5orf51	773	639	646	806
C5orf51_TSS1_+21_g3	C5orf51	494	789	649	744
C5orf51_TSS1_+152_g4	C5orf51	1142	1055	826	485
C5orf51_TSS1_+403_g5	C5orf51	747	914	674	394
C5orf52_TSS1_-250_g1	C5orf52	330	280	343	395
C5orf52_TSS1_-63_g2	C5orf52	285	235	237	144
C5orf52_TSS1_+11_g3	C5orf52	309	404	164	294
C5orf52_TSS1_+145_g4	C5orf52	334	258	244	361
C5orf52_TSS1_+424_g5	C5orf52	183	236	202	165
C5orf54_TSS1_-263_g1	C5orf54	999	1052	934	793
C5orf54_TSS1_-88_g2	C5orf54	626	741	1290	967
C5orf54_TSS1_+44_g3	C5orf54	916	737	749	553
C5orf54_TSS1_+142_g4	C5orf54	1137	635	867	1042
C5orf54_TSS1_+411_g5	C5orf54	823	1176	937	1014
C5orf55_TSS1_-232_g1	C5orf55	558	508	571	378
C5orf55_TSS1_-74_g2	C5orf55	370	422	470	301
C5orf55_TSS1_+21_g3	C5orf55	678	552	510	566
C5orf55_TSS1_+167_g4	C5orf55	361	797	509	536
C5orf55_TSS1_+437_g5	C5orf55	445	498	371	565
C5orf63_TSS1_-233_g1	C5orf63	772	778	839	585
C5orf63_TSS1_-82_g2	C5orf63	772	537	1268	773
C5orf63_TSS1_+34_g3	C5orf63	949	729	1043	702
C5orf63_TSS1_+158_g4	C5orf63	874	568	729	536
C5orf63_TSS1_+416_g5	C5orf63	906	1182	881	885
C6orf1_TSS1_-259_g1	C6orf1	438	491	486	632
C6orf1_TSS1_-82_g2	C6orf1	952	627	505	941
C6orf1_TSS1_+9_g3	C6orf1	705	735	624	490
C6orf1_TSS1_+159_g4	C6orf1	1349	780	916	875
C6orf1_TSS1_+424_g5	C6orf1	1032	1030	1237	1454
C6orf10_TSS1_-250_g1	C6orf10	366	414	460	323
C6orf10_TSS1_-63_g2	C6orf10	376	283	219	218
C6orf10_TSS1_+36_g3	C6orf10	433	200	161	222
C6orf10_TSS1_+157_g4	C6orf10	452	237	218	283
C6orf10_TSS1_+423_g5	C6orf10	458	278	346	299
C6orf106_TSS1_-268_g1	C6orf106	839	1326	1113	620
C6orf106_TSS1_-62_g2	C6orf106	626	658	361	683
C6orf106_TSS1_+23_g3	C6orf106	878	1007	428	517
C6orf106_TSS1_+156_g4	C6orf106	614	560	663	618
C6orf106_TSS1_+431_g5	C6orf106	728	512	367	677
C6orf118_TSS1_-253_g1	C6orf118	1061	975	1719	830
C6orf118_TSS1_-71_g2	C6orf118	641	704	608	822
C6orf118_TSS1_+25_g3	C6orf118	844	665	839	1019
C6orf118_TSS1_+166_g4	C6orf118	917	725	1370	656
C6orf118_TSS1_+430_g5	C6orf118	663	639	1113	411
C6orf120_TSS1_-245_g1	C6orf120	276	507	341	405
C6orf120_TSS1_-85_g2	C6orf120	392	422	304	418
C6orf120_TSS1_+30_g3	C6orf120	231	228	299	347
C6orf120_TSS1_+165_g4	C6orf120	349	395	474	552
C6orf120_TSS1_+428_g5	C6orf120	247	202	330	213
C6orf132_TSS1_-263_g1	C6orf132	130	156	189	184
C6orf132_TSS1_-99_g2	C6orf132	176	256	263	106
C6orf132_TSS1_+20_g3	C6orf132	151	165	88	123
C6orf132_TSS1_+149_g4	C6orf132	160	237	209	169
C6orf132_TSS1_+412_g5	C6orf132	158	162	135	165
C6orf136_TSS1_-266_g1	C6orf136	203	246	243	340
C6orf136_TSS1_-88_g2	C6orf136	161	143	166	145
C6orf136_TSS1_+41_g3	C6orf136	155	251	140	131
C6orf136_TSS1_+137_g4	C6orf136	314	404	227	339
C6orf136_TSS1_+400_g5	C6orf136	165	147	173	141
C6orf141_TSS1_-263_g1	C6orf141	206	195	311	250
C6orf141_TSS1_-89_g2	C6orf141	518	312	441	393
C6orf141_TSS1_+22_g3	C6orf141	359	332	357	321
C6orf141_TSS1_+153_g4	C6orf141	324	372	304	378
C6orf141_TSS1_+437_g5	C6orf141	281	272	283	283
C6orf15_TSS1_-249_g1	C6orf15	352	491	378	684
C6orf15_TSS1_-89_g2	C6orf15	862	699	722	770
C6orf15_TSS1_+44_g3	C6orf15	532	758	518	648
C6orf15_TSS1_+163_g4	C6orf15	791	589	612	525
C6orf15_TSS1_+405_g5	C6orf15	491	402	412	550
C6orf163_TSS1_-230_g1	C6orf163	462	500	425	485
C6orf163_TSS1_-89_g2	C6orf163	504	664	618	615
C6orf163_TSS1_+28_g3	C6orf163	624	660	476	528
C6orf163_TSS1_+130_g4	C6orf163	626	473	396	397
C6orf163_TSS1_+438_g5	C6orf163	330	493	455	419
C6orf165_TSS1_-251_g1	C6orf165	602	752	575	334
C6orf165_TSS1_-72_g2	C6orf165	442	727	649	694
C6orf165_TSS1_+19_g3	C6orf165	554	671	602	660
C6orf165_TSS1_+154_g4	C6orf165	580	586	389	627
C6orf165_TSS1_+414_g5	C6orf165	423	420	591	613
C6orf195_TSS1_-243_g1	C6orf195	234	248	328	216
C6orf195_TSS1_-90_g2	C6orf195	271	179	278	249
C6orf195_TSS1_+35_g3	C6orf195	186	214	230	239
C6orf195_TSS1_+138_g4	C6orf195	204	300	160	259
C6orf195_TSS1_+402_g5	C6orf195	272	250	386	235
C6orf201_TSS1_-237_g1	C6orf201	600	684	596	327
C6orf201_TSS1_-91_g2	C6orf201	501	672	405	449
C6orf201_TSS1_+17_g3	C6orf201	763	684	557	569
C6orf201_TSS1_+136_g4	C6orf201	1027	1199	919	888
C6orf201_TSS1_+414_g5	C6orf201	619	895	766	599
C6orf203_TSS1_-270_g1	C6orf203	417	413	240	405
C6orf203_TSS1_-90_g2	C6orf203	642	409	538	868
C6orf203_TSS1_+17_g3	C6orf203	382	239	348	310
C6orf203_TSS1_+163_g4	C6orf203	498	441	457	205
C6orf203_TSS1_+409_g5	C6orf203	311	413	355	402
C6orf211_TSS1_-255_g1	C6orf211	492	458	699	448
C6orf211_TSS1_-100_g2	C6orf211	310	486	208	434
C6orf211_TSS1_+35_g3	C6orf211	343	393	608	429
C6orf211_TSS1_+157_g4	C6orf211	466	489	527	278
C6orf211_TSS1_+417_g5	C6orf211	383	423	394	421
C6orf223_TSS1_-243_g1	C6orf223	373	318	444	466
C6orf223_TSS1_-94_g2	C6orf223	464	305	309	256
C6orf223_TSS1_+42_g3	C6orf223	301	266	155	200
C6orf223_TSS1_+148_g4	C6orf223	402	432	383	330
C6orf223_TSS1_+425_g5	C6orf223	284	438	163	352
C6orf226_TSS1_-234_g1	C6orf226	1037	940	856	943
C6orf226_TSS1_-66_g2	C6orf226	729	610	675	593
C6orf226_TSS1_+35_g3	C6orf226	803	589	505	716
C6orf226_TSS1_+137_g4	C6orf226	655	445	568	518
C6orf226_TSS1_+402_g5	C6orf226	560	654	400	494
C6orf47_TSS1_-265_g1	C6orf47	842	714	765	792
C6orf47_TSS1_-79_g2	C6orf47	689	721	634	471
C6orf47_TSS1_+39_g3	C6orf47	732	565	552	461
C6orf47_TSS1_+157_g4	C6orf47	347	473	582	475
C6orf47_TSS1_+417_g5	C6orf47	502	446	446	589
C6orf48_TSS1_-238_g1	C6orf48	425	468	336	530
C6orf48_TSS1_-60_g2	C6orf48	365	566	469	617
C6orf48_TSS1_+35_g3	C6orf48	481	558	462	380
C6orf48_TSS1_+145_g4	C6orf48	360	472	412	361
C6orf48_TSS1_+412_g5	C6orf48	482	397	567	745
C6orf52_TSS1_-249_g1	C6orf52	142	187	175	166
C6orf52_TSS1_-84_g2	C6orf52	258	357	322	359
C6orf52_TSS1_+13_g3	C6orf52	241	360	164	251
C6orf52_TSS1_+155_g4	C6orf52	339	209	270	204
C6orf52_TSS1_+434_g5	C6orf52	292	304	148	255
C6orf57_TSS1_-262_g1	C6orf57	460	470	325	264
C6orf57_TSS1_-73_g2	C6orf57	995	655	511	294
C6orf57_TSS1_+42_g3	C6orf57	408	699	250	343
C6orf57_TSS1_+156_g4	C6orf57	545	534	159	218
C6orf57_TSS1_+421_g5	C6orf57	909	611	617	360
C6orf62_TSS1_-261_g1	C6orf62	379	465	413	317
C6orf62_TSS1_-60_g2	C6orf62	571	549	591	536
C6orf62_TSS1_+30_g3	C6orf62	506	412	306	450
C6orf62_TSS1_+152_g4	C6orf62	469	733	581	464
C6orf62_TSS1_+420_g5	C6orf62	449	658	453	588
C6orf70_TSS1_-264_g1	C6orf70	710	760	602	469
C6orf70_TSS1_-63_g2	C6orf70	483	379	597	388
C6orf70_TSS1_+11_g3	C6orf70	337	497	549	635
C6orf70_TSS1_+166_g4	C6orf70	623	371	617	582
C6orf70_TSS1_+415_g5	C6orf70	265	319	360	324
C6orf89_TSS1_-248_g1	C6orf89	988	610	535	806
C6orf89_TSS1_-83_g2	C6orf89	516	620	894	715
C6orf89_TSS1_+35_g3	C6orf89	571	676	672	631
C6orf89_TSS1_+165_g4	C6orf89	508	499	620	452
C6orf89_TSS1_+401_g5	C6orf89	869	639	867	599
C6orf99_TSS1_-251_g1	C6orf99	488	476	386	339
C6orf99_TSS1_-91_g2	C6orf99	215	768	574	246
C6orf99_TSS1_+14_g3	C6orf99	234	573	420	561
C6orf99_TSS1_+134_g4	C6orf99	425	491	508	221
C6orf99_TSS1_+401_g5	C6orf99	633	476	1058	594
C7orf10_TSS1_-250_g1	C7orf10	854	969	888	719
C7orf10_TSS1_-68_g2	C7orf10	833	603	690	723
C7orf10_TSS1_+21_g3	C7orf10	624	584	714	747
C7orf10_TSS1_+130_g4	C7orf10	621	1002	796	517
C7orf10_TSS1_+433_g5	C7orf10	1252	1465	955	887
C7orf25_TSS1_-239_g1	C7orf25	876	984	975	581
C7orf25_TSS1_-100_g2	C7orf25	1208	823	631	1188
C7orf25_TSS1_+11_g3	C7orf25	979	754	602	727
C7orf25_TSS1_+139_g4	C7orf25	924	951	908	923
C7orf25_TSS1_+424_g5	C7orf25	1325	1252	1927	1613
C7orf26_TSS1_-252_g1	C7orf26	281	280	211	362
C7orf26_TSS1_-69_g2	C7orf26	435	453	283	140
C7orf26_TSS1_+40_g3	C7orf26	378	424	69	90
C7orf26_TSS1_+147_g4	C7orf26	342	327	60	38
C7orf26_TSS1_+425_g5	C7orf26	229	383	316	185
C7orf29_TSS1_-269_g1	C7orf29	364	535	375	383
C7orf29_TSS1_-95_g2	C7orf29	573	629	473	567
C7orf29_TSS1_+8_g3	C7orf29	473	495	353	556
C7orf29_TSS1_+136_g4	C7orf29	675	554	534	628
C7orf29_TSS1_+427_g5	C7orf29	562	315	908	509
C7orf31_TSS1_-251_g1	C7orf31	754	766	523	512
C7orf31_TSS1_-90_g2	C7orf31	668	419	850	381
C7orf31_TSS1_+42_g3	C7orf31	575	279	462	593
C7orf31_TSS1_+132_g4	C7orf31	462	577	644	517
C7orf31_TSS1_+425_g5	C7orf31	411	649	616	546
C7orf34_TSS1_-263_g1	C7orf34	247	242	150	243
C7orf34_TSS1_-95_g2	C7orf34	191	178	138	148
C7orf34_TSS1_+14_g3	C7orf34	271	191	145	211
C7orf34_TSS1_+159_g4	C7orf34	157	153	79	142
C7orf34_TSS1_+431_g5	C7orf34	188	99	244	215
C7orf41_TSS1_-248_g1	C7orf41	411	300	273	222
C7orf41_TSS1_-76_g2	C7orf41	310	367	279	302
C7orf41_TSS1_+33_g3	C7orf41	476	486	333	336
C7orf41_TSS1_+132_g4	C7orf41	354	274	242	274
C7orf41_TSS1_+416_g5	C7orf41	418	357	311	262
C7orf43_TSS1_-253_g1	C7orf43	427	462	604	827
