sgRNA	Gene	DMSO_rep1	DMSO_rep2	Drug_rep1	Drug_rep2
C22orf29_TSS1_-342_g1	C22orf29	585	642	711	742
C22orf29_TSS1_-236_g2	C22orf29	361	227	542	282
C22orf29_TSS1_-140_g3	C22orf29	1076	806	754	719
C22orf29_TSS1_+54_g4	C22orf29	684	427	321	463
C22orf29_TSS1_+186_g5	C22orf29	717	725	922	642
C22orf31_TSS1_-333_g1	C22orf31	686	453	758	659
C22orf31_TSS1_-233_g2	C22orf31	621	552	786	636
C22orf31_TSS1_-123_g3	C22orf31	454	465	424	296
C22orf31_TSS1_+38_g4	C22orf31	533	657	870	830
C22orf31_TSS1_+186_g5	C22orf31	555	709	439	861
C22orf39_TSS1_-330_g1	C22orf39	582	757	713	392
C22orf39_TSS1_-217_g2	C22orf39	567	801	1234	898
C22orf39_TSS1_-108_g3	C22orf39	532	1087	614	984
C22orf39_TSS1_+28_g4	C22orf39	566	353	796	498
C22orf39_TSS1_+163_g5	C22orf39	741	599	699	863
C22orf43_TSS1_-340_g1	C22orf43	502	616	444	382
C22orf43_TSS1_-203_g2	C22orf43	357	372	348	375
C22orf43_TSS1_-96_g3	C22orf43	584	644	422	382
C22orf43_TSS1_+43_g4	C22orf43	215	498	366	425
C22orf43_TSS1_+203_g5	C22orf43	252	423	454	430
C22orf46_TSS1_-361_g1	C22orf46	667	778	644	767
C22orf46_TSS1_-202_g2	C22orf46	562	441	383	461
C22orf46_TSS1_-126_g3	C22orf46	385	792	564	550
C22orf46_TSS1_+61_g4	C22orf46	717	913	1121	706
C22orf46_TSS1_+191_g5	C22orf46	532	898	857	792
C2CD2_TSS1_-352_g1	C2CD2	375	555	691	613
C2CD2_TSS1_-235_g2	C2CD2	456	401	422	493
C2CD2_TSS1_-121_g3	C2CD2	491	548	498	320
C2CD2_TSS1_+50_g4	C2CD2	633	724	432	600
C2CD2_TSS1_+190_g5	C2CD2	561	176	506	531
C2CD4B_TSS1_-335_g1	C2CD4B	712	630	566	454
C2CD4B_TSS1_-211_g2	C2CD4B	674	505	546	487
C2CD4B_TSS1_-118_g3	C2CD4B	603	619	758	584
C2CD4B_TSS1_+15_g4	C2CD4B	611	448	480	515
C2CD4B_TSS1_+194_g5	C2CD4B	542	444	374	606
C2orf15_TSS1_-365_g1	C2orf15	803	619	1027	1094
C2orf15_TSS1_-233_g2	C2orf15	926	698	736	780
C2orf15_TSS1_-110_g3	C2orf15	998	877	1023	1014
C2orf15_TSS1_+32_g4	C2orf15	646	498	498	661
C2orf15_TSS1_+159_g5	C2orf15	854	820	709	685
C2orf40_TSS1_-371_g1	C2orf40	256	283	359	360
C2orf40_TSS1_-208_g2	C2orf40	245	224	331	370
C2orf40_TSS1_-97_g3	C2orf40	160	192	321	402
C2orf40_TSS1_+52_g4	C2orf40	328	244	322	251
C2orf40_TSS1_+174_g5	C2orf40	98	132	132	185
C2orf42_TSS1_-358_g1	C2orf42	441	617	731	861
C2orf42_TSS1_-209_g2	C2orf42	403	540	486	373
C2orf42_TSS1_-111_g3	C2orf42	696	1162	864	597
C2orf42_TSS1_+49_g4	C2orf42	636	828	861	515
C2orf42_TSS1_+156_g5	C2orf42	799	1016	1057	695
C2orf43_TSS1_-374_g1	C2orf43	235	176	312	329
C2orf43_TSS1_-216_g2	C2orf43	501	329	401	327
C2orf43_TSS1_-114_g3	C2orf43	480	514	364	571
C2orf43_TSS1_+24_g4	C2orf43	430	312	333	416
C2orf43_TSS1_+185_g5	C2orf43	164	294	279	340
C2orf44_TSS1_-351_g1	C2orf44	249	373	500	247
C2orf44_TSS1_-206_g2	C2orf44	93	287	233	173
C2orf44_TSS1_-143_g3	C2orf44	157	197	248	186
C2orf44_TSS1_+65_g4	C2orf44	363	502	482	450
C2orf44_TSS1_+160_g5	C2orf44	238	351	201	378
C2orf47_TSS1_-345_g1	C2orf47	363	280	349	370
C2orf47_TSS1_-206_g2	C2orf47	340	328	618	534
C2orf47_TSS1_-99_g3	C2orf47	349	256	204	121
C2orf47_TSS1_+41_g4	C2orf47	363	317	542	503
C2orf47_TSS1_+175_g5	C2orf47	344	276	233	208
C2orf48_TSS1_-371_g1	C2orf48	589	711	722	779
C2orf48_TSS1_-241_g2	C2orf48	578	716	825	477
C2orf48_TSS1_-126_g3	C2orf48	546	495	606	492
C2orf48_TSS1_+56_g4	C2orf48	942	697	938	399
C2orf48_TSS1_+156_g5	C2orf48	365	576	451	485
C2orf49_TSS1_-356_g1	C2orf49	796	961	1268	1348
C2orf49_TSS1_-234_g2	C2orf49	779	1464	1428	851
C2orf49_TSS1_-109_g3	C2orf49	971	1169	786	674
C2orf49_TSS1_+19_g4	C2orf49	663	727	915	654
C2orf49_TSS1_+168_g5	C2orf49	788	1125	1236	674
C2orf50_TSS1_-368_g1	C2orf50	173	300	220	170
C2orf50_TSS1_-224_g2	C2orf50	163	217	164	338
C2orf50_TSS1_-101_g3	C2orf50	284	390	438	313
C2orf50_TSS1_+56_g4	C2orf50	245	210	148	214
C2orf50_TSS1_+157_g5	C2orf50	190	329	194	232
C2orf53_TSS1_-373_g1	C2orf53	136	136	142	130
C2orf53_TSS1_-227_g2	C2orf53	282	262	163	202
C2orf53_TSS1_-98_g3	C2orf53	197	115	245	224
C2orf53_TSS1_+58_g4	C2orf53	123	188	151	128
C2orf53_TSS1_+195_g5	C2orf53	129	239	132	174
C2orf54_TSS1_-330_g1	C2orf54	439	337	251	361
C2orf54_TSS1_-230_g2	C2orf54	430	306	325	614
C2orf54_TSS1_-104_g3	C2orf54	363	407	379	396
C2orf54_TSS1_+64_g4	C2orf54	463	497	432	603
C2orf54_TSS1_+156_g5	C2orf54	839	828	638	601
C2orf57_TSS1_-347_g1	C2orf57	150	149	93	123
C2orf57_TSS1_-244_g2	C2orf57	177	171	176	104
C2orf57_TSS1_-102_g3	C2orf57	187	133	142	165
C2orf57_TSS1_+20_g4	C2orf57	122	151	113	143
C2orf57_TSS1_+179_g5	C2orf57	204	218	108	159
C2orf62_TSS1_-350_g1	C2orf62	890	629	708	1161
C2orf62_TSS1_-208_g2	C2orf62	731	494	395	640
C2orf62_TSS1_-95_g3	C2orf62	580	698	789	574
C2orf62_TSS1_+54_g4	C2orf62	420	607	339	847
C2orf62_TSS1_+178_g5	C2orf62	649	608	674	651
C2orf68_TSS1_-350_g1	C2orf68	242	328	257	234
C2orf68_TSS1_-222_g2	C2orf68	232	315	312	215
C2orf68_TSS1_-105_g3	C2orf68	305	222	231	381
C2orf68_TSS1_+47_g4	C2orf68	358	501	281	403
C2orf68_TSS1_+169_g5	C2orf68	194	230	233	371
C2orf69_TSS1_-364_g1	C2orf69	758	785	664	1257
C2orf69_TSS1_-240_g2	C2orf69	386	465	384	309
C2orf69_TSS1_-140_g3	C2orf69	438	552	422	353
C2orf69_TSS1_+38_g4	C2orf69	616	489	418	524
C2orf69_TSS1_+168_g5	C2orf69	552	540	467	391
C2orf70_TSS1_-325_g1	C2orf70	217	294	283	293
C2orf70_TSS1_-203_g2	C2orf70	238	201	175	226
C2orf70_TSS1_-98_g3	C2orf70	195	254	186	208
C2orf70_TSS1_+47_g4	C2orf70	187	136	242	180
C2orf70_TSS1_+187_g5	C2orf70	403	216	368	308
C2orf72_TSS1_-374_g1	C2orf72	311	248	321	141
C2orf72_TSS1_-207_g2	C2orf72	163	221	140	256
C2orf72_TSS1_-100_g3	C2orf72	263	341	236	239
C2orf72_TSS1_+31_g4	C2orf72	276	284	441	311
C2orf72_TSS1_+155_g5	C2orf72	318	173	393	247
C2orf73_TSS1_-362_g1	C2orf73	1064	852	999	878
C2orf73_TSS1_-208_g2	C2orf73	892	933	744	750
C2orf73_TSS1_-126_g3	C2orf73	552	626	823	608
C2orf73_TSS1_+27_g4	C2orf73	626	786	1090	1079
C2orf73_TSS1_+190_g5	C2orf73	1035	1014	776	1249
C2orf74_TSS1_-333_g1	C2orf74	311	394	528	457
C2orf74_TSS1_-224_g2	C2orf74	358	465	582	393
C2orf74_TSS1_-98_g3	C2orf74	455	478	501	514
C2orf74_TSS1_+63_g4	C2orf74	146	199	269	209
C2orf74_TSS1_+169_g5	C2orf74	321	455	227	345
C2orf76_TSS1_-345_g1	C2orf76	751	481	742	1253
C2orf76_TSS1_-205_g2	C2orf76	624	955	360	650
C2orf76_TSS1_-115_g3	C2orf76	362	422	625	523
C2orf76_TSS1_+34_g4	C2orf76	693	409	748	1383
C2orf76_TSS1_+180_g5	C2orf76	452	883	1162	514
C2orf78_TSS1_-351_g1	C2orf78	280	347	371	462
C2orf78_TSS1_-203_g2	C2orf78	308	380	465	439
C2orf78_TSS1_-101_g3	C2orf78	544	637	648	459
C2orf78_TSS1_+37_g4	C2orf78	537	370	556	644
C2orf78_TSS1_+165_g5	C2orf78	854	1046	1049	807
C2orf80_TSS1_-367_g1	C2orf80	836	573	721	1015
C2orf80_TSS1_-233_g2	C2orf80	414	455	642	330
C2orf80_TSS1_-136_g3	C2orf80	599	431	381	295
C2orf80_TSS1_+47_g4	C2orf80	404	363	721	384
C2orf80_TSS1_+182_g5	C2orf80	474	550	373	493
C2orf81_TSS1_-339_g1	C2orf81	469	451	516	483
C2orf81_TSS1_-242_g2	C2orf81	300	340	216	282
C2orf81_TSS1_-113_g3	C2orf81	415	342	260	281
C2orf81_TSS1_+18_g4	C2orf81	277	241	336	200
C2orf81_TSS1_+186_g5	C2orf81	395	402	436	399
C2orf82_TSS1_-343_g1	C2orf82	364	549	400	474
C2orf82_TSS1_-208_g2	C2orf82	460	353	369	365
C2orf82_TSS1_-106_g3	C2orf82	278	434	257	375
C2orf82_TSS1_+35_g4	C2orf82	386	583	443	444
C2orf82_TSS1_+189_g5	C2orf82	328	316	412	412
C2orf88_TSS1_-344_g1	C2orf88	711	553	562	748
C2orf88_TSS1_-237_g2	C2orf88	324	312	371	576
C2orf88_TSS1_-112_g3	C2orf88	654	1046	588	570
C2orf88_TSS1_+44_g4	C2orf88	755	1148	817	730
C2orf88_TSS1_+186_g5	C2orf88	563	651	415	529
C3orf17_TSS1_-349_g1	C3orf17	614	576	926	661
C3orf17_TSS1_-204_g2	C3orf17	561	195	388	311
C3orf17_TSS1_-126_g3	C3orf17	502	249	326	312
C3orf17_TSS1_+29_g4	C3orf17	396	447	541	604
C3orf17_TSS1_+160_g5	C3orf17	605	326	507	490
C3orf18_TSS1_-327_g1	C3orf18	239	445	520	246
C3orf18_TSS1_-239_g2	C3orf18	414	434	339	254
C3orf18_TSS1_-105_g3	C3orf18	429	625	488	417
C3orf18_TSS1_+57_g4	C3orf18	169	198	240	302
C3orf18_TSS1_+155_g5	C3orf18	275	582	436	375
C3orf20_TSS1_-327_g1	C3orf20	528	418	513	626
C3orf20_TSS1_-215_g2	C3orf20	384	566	349	391
C3orf20_TSS1_-114_g3	C3orf20	568	433	275	456
C3orf20_TSS1_+31_g4	C3orf20	286	510	394	552
C3orf20_TSS1_+196_g5	C3orf20	392	366	426	533
C3orf22_TSS1_-334_g1	C3orf22	382	473	363	562
C3orf22_TSS1_-198_g2	C3orf22	1120	755	571	1022
C3orf22_TSS1_-136_g3	C3orf22	724	826	642	871
C3orf22_TSS1_+40_g4	C3orf22	587	424	700	776
C3orf22_TSS1_+158_g5	C3orf22	557	552	725	581
C3orf30_TSS1_-345_g1	C3orf30	591	625	612	600
C3orf30_TSS1_-215_g2	C3orf30	670	1455	947	871
C3orf30_TSS1_-114_g3	C3orf30	623	771	960	679
C3orf30_TSS1_+41_g4	C3orf30	854	934	608	680
C3orf30_TSS1_+163_g5	C3orf30	1060	1050	768	856
C3orf33_TSS1_-361_g1	C3orf33	122	140	161	136
C3orf33_TSS1_-199_g2	C3orf33	229	281	270	259
C3orf33_TSS1_-115_g3	C3orf33	242	182	187	304
C3orf33_TSS1_+45_g4	C3orf33	105	177	165	214
C3orf33_TSS1_+188_g5	C3orf33	190	151	181	235
C3orf37_TSS1_-374_g1	C3orf37	381	363	493	379
C3orf37_TSS1_-220_g2	C3orf37	447	410	575	555
C3orf37_TSS1_-145_g3	C3orf37	395	394	394	563
C3orf37_TSS1_+37_g4	C3orf37	428	347	483	289
C3orf37_TSS1_+195_g5	C3orf37	373	342	407	347
C3orf38_TSS1_-346_g1	C3orf38	197	328	435	345
C3orf38_TSS1_-243_g2	C3orf38	374	358	406	386
C3orf38_TSS1_-118_g3	C3orf38	452	448	365	249
C3orf38_TSS1_+56_g4	C3orf38	849	482	688	773
C3orf38_TSS1_+199_g5	C3orf38	544	448	597	898
C3orf52_TSS1_-365_g1	C3orf52	290	263	396	274
C3orf52_TSS1_-208_g2	C3orf52	273	220	186	265
C3orf52_TSS1_-104_g3	C3orf52	251	186	168	132
C3orf52_TSS1_+15_g4	C3orf52	269	219	288	245
C3orf52_TSS1_+157_g5	C3orf52	320	237	323	196
C3orf55_TSS1_-357_g1	C3orf55	778	571	631	749
C3orf55_TSS1_-229_g2	C3orf55	556	580	673	640
C3orf55_TSS1_-126_g3	C3orf55	910	542	585	1084
C3orf55_TSS1_+35_g4	C3orf55	670	484	581	527
C3orf55_TSS1_+177_g5	C3orf55	862	817	579	546
C3orf58_TSS1_-351_g1	C3orf58	866	698	612	784
C3orf58_TSS1_-220_g2	C3orf58	769	1149	801	716
C3orf58_TSS1_-101_g3	C3orf58	739	704	830	788
C3orf58_TSS1_+17_g4	C3orf58	727	696	397	844
C3orf58_TSS1_+199_g5	C3orf58	665	595	585	513
C3orf62_TSS1_-375_g1	C3orf62	485	536	416	756
C3orf62_TSS1_-233_g2	C3orf62	793	506	542	657
C3orf62_TSS1_-120_g3	C3orf62	586	750	624	832
C3orf62_TSS1_+54_g4	C3orf62	486	565	481	352
C3orf62_TSS1_+190_g5	C3orf62	917	605	983	814
C3orf67_TSS1_-366_g1	C3orf67	203	243	216	200
C3orf67_TSS1_-222_g2	C3orf67	289	346	437	299
C3orf67_TSS1_-101_g3	C3orf67	189	260	279	217
C3orf67_TSS1_+18_g4	C3orf67	262	146	220	124
C3orf67_TSS1_+194_g5	C3orf67	161	246	240	208
C3orf70_TSS1_-350_g1	C3orf70	112	170	117	137
C3orf70_TSS1_-197_g2	C3orf70	279	290	251	355
C3orf70_TSS1_-95_g3	C3orf70	380	275	216	357
C3orf70_TSS1_+61_g4	C3orf70	157	180	228	189
C3orf70_TSS1_+161_g5	C3orf70	238	335	404	236
C3orf72_TSS1_-350_g1	C3orf72	628	895	885	822
C3orf72_TSS1_-201_g2	C3orf72	642	848	934	1027
C3orf72_TSS1_-110_g3	C3orf72	930	677	1022	724
C3orf72_TSS1_+39_g4	C3orf72	880	851	645	769
C3orf72_TSS1_+161_g5	C3orf72	437	484	419	713
C3orf80_TSS1_-337_g1	C3orf80	346	369	441	348
C3orf80_TSS1_-225_g2	C3orf80	601	335	256	388
C3orf80_TSS1_-111_g3	C3orf80	454	280	409	395
C3orf80_TSS1_+24_g4	C3orf80	359	352	400	346
C3orf80_TSS1_+202_g5	C3orf80	216	305	189	357
C4orf17_TSS1_-355_g1	C4orf17	644	651	557	806
C4orf17_TSS1_-240_g2	C4orf17	800	868	813	845
C4orf17_TSS1_-127_g3	C4orf17	671	483	444	378
C4orf17_TSS1_+25_g4	C4orf17	882	559	601	715
C4orf17_TSS1_+188_g5	C4orf17	548	522	415	505
C4orf19_TSS1_-346_g1	C4orf19	949	936	1194	942
C4orf19_TSS1_-227_g2	C4orf19	615	770	529	516
C4orf19_TSS1_-106_g3	C4orf19	1030	968	1301	882
C4orf19_TSS1_+65_g4	C4orf19	759	769	595	522
C4orf19_TSS1_+168_g5	C4orf19	723	507	548	745
C4orf21_TSS1_-362_g1	C4orf21	233	193	149	253
C4orf21_TSS1_-196_g2	C4orf21	387	353	385	264
C4orf21_TSS1_-130_g3	C4orf21	206	220	226	150
C4orf21_TSS1_+44_g4	C4orf21	225	188	121	184
C4orf21_TSS1_+164_g5	C4orf21	319	256	290	366
C4orf22_TSS1_-332_g1	C4orf22	631	414	385	324
C4orf22_TSS1_-214_g2	C4orf22	496	587	851	849
C4orf22_TSS1_-108_g3	C4orf22	677	538	684	434
C4orf22_TSS1_+63_g4	C4orf22	529	460	485	337
C4orf22_TSS1_+182_g5	C4orf22	433	289	510	338
C4orf27_TSS1_-352_g1	C4orf27	194	248	183	275
C4orf27_TSS1_-202_g2	C4orf27	121	227	276	217
C4orf27_TSS1_-138_g3	C4orf27	174	145	125	157
C4orf27_TSS1_+33_g4	C4orf27	264	253	264	187
C4orf27_TSS1_+193_g5	C4orf27	282	312	245	157
C4orf29_TSS1_-327_g1	C4orf29	940	648	851	1033
C4orf29_TSS1_-232_g2	C4orf29	530	731	557	698
C4orf29_TSS1_-110_g3	C4orf29	674	546	771	522
C4orf29_TSS1_+39_g4	C4orf29	679	409	673	594
C4orf29_TSS1_+171_g5	C4orf29	755	853	469	804
C4orf3_TSS1_-357_g1	C4orf3	929	930	661	881
C4orf3_TSS1_-220_g2	C4orf3	750	361	369	614
C4orf3_TSS1_-142_g3	C4orf3	476	347	387	500
C4orf3_TSS1_+23_g4	C4orf3	509	880	472	927
C4orf3_TSS1_+186_g5	C4orf3	458	310	293	253
C4orf32_TSS1_-341_g1	C4orf32	205	250	306	189
C4orf32_TSS1_-236_g2	C4orf32	401	345	403	476
C4orf32_TSS1_-143_g3	C4orf32	306	304	305	473
C4orf32_TSS1_+55_g4	C4orf32	395	431	422	444
C4orf32_TSS1_+174_g5	C4orf32	269	398	307	217
C4orf33_TSS1_-358_g1	C4orf33	248	262	331	248
C4orf33_TSS1_-219_g2	C4orf33	300	268	252	385
C4orf33_TSS1_-136_g3	C4orf33	238	300	519	309
C4orf33_TSS1_+63_g4	C4orf33	370	493	330	282
C4orf33_TSS1_+166_g5	C4orf33	209	315	214	236
C4orf36_TSS1_-354_g1	C4orf36	107	159	120	136
C4orf36_TSS1_-245_g2	C4orf36	218	195	148	166
C4orf36_TSS1_-144_g3	C4orf36	182	148	120	90
C4orf36_TSS1_+47_g4	C4orf36	200	175	147	208
C4orf36_TSS1_+157_g5	C4orf36	155	137	171	140
C4orf45_TSS1_-352_g1	C4orf45	236	280	213	298
C4orf45_TSS1_-208_g2	C4orf45	315	263	257	209
C4orf45_TSS1_-140_g3	C4orf45	276	202	219	171
C4orf45_TSS1_+40_g4	C4orf45	288	199	247	251
C4orf45_TSS1_+172_g5	C4orf45	174	257	248	235
C4orf48_TSS1_-351_g1	C4orf48	134	117	143	147
C4orf48_TSS1_-220_g2	C4orf48	309	258	234	196
C4orf48_TSS1_-132_g3	C4orf48	103	124	155	126
C4orf48_TSS1_+47_g4	C4orf48	132	170	243	170
C4orf48_TSS1_+179_g5	C4orf48	146	272	209	182
C4orf6_TSS1_-326_g1	C4orf6	105	208	147	226
C4orf6_TSS1_-220_g2	C4orf6	158	150	159	208
C4orf6_TSS1_-134_g3	C4orf6	161	153	175	193
C4orf6_TSS1_+22_g4	C4orf6	139	98	191	142
C4orf6_TSS1_+203_g5	C4orf6	256	125	191	227
C5orf15_TSS1_-341_g1	C5orf15	401	533	350	313
C5orf15_TSS1_-204_g2	C5orf15	356	274	290	210
C5orf15_TSS1_-107_g3	C5orf15	444	450	295	353
C5orf15_TSS1_+15_g4	C5orf15	304	291	377	227
C5orf15_TSS1_+176_g5	C5orf15	465	367	477	455
C5orf22_TSS1_-328_g1	C5orf22	264	308	258	300
C5orf22_TSS1_-210_g2	C5orf22	220	274	335	210
C5orf22_TSS1_-139_g3	C5orf22	272	381	503	242
C5orf22_TSS1_+23_g4	C5orf22	392	250	138	312
C5orf22_TSS1_+174_g5	C5orf22	217	436	277	277
C5orf24_TSS1_-364_g1	C5orf24	687	634	613	470
C5orf24_TSS1_-201_g2	C5orf24	563	827	540	687
C5orf24_TSS1_-103_g3	C5orf24	793	739	478	576
C5orf24_TSS1_+26_g4	C5orf24	533	498	460	425
C5orf24_TSS1_+187_g5	C5orf24	661	500	677	588
C5orf28_TSS1_-353_g1	C5orf28	251	480	295	269
C5orf28_TSS1_-225_g2	C5orf28	990	689	652	670
C5orf28_TSS1_-128_g3	C5orf28	449	800	568	476
C5orf28_TSS1_+49_g4	C5orf28	657	601	476	798
C5orf28_TSS1_+178_g5	C5orf28	483	426	594	452
C5orf30_TSS1_-375_g1	C5orf30	617	541	697	817
C5orf30_TSS1_-208_g2	C5orf30	1081	1167	708	870
C5orf30_TSS1_-130_g3	C5orf30	608	754	750	1457
C5orf30_TSS1_+49_g4	C5orf30	584	815	738	858
C5orf30_TSS1_+187_g5	C5orf30	675	1102	711	549
C5orf34_TSS1_-349_g1	C5orf34	254	357	247	255
C5orf34_TSS1_-235_g2	C5orf34	164	281	372	282
C5orf34_TSS1_-101_g3	C5orf34	334	425	328	354
C5orf34_TSS1_+25_g4	C5orf34	220	230	393	327
C5orf34_TSS1_+199_g5	C5orf34	269	342	342	406
C5orf38_TSS1_-371_g1	C5orf38	176	151	191	184
C5orf38_TSS1_-226_g2	C5orf38	160	155	115	181
C5orf38_TSS1_-128_g3	C5orf38	198	184	163	188
C5orf38_TSS1_+63_g4	C5orf38	232	142	205	219
C5orf38_TSS1_+187_g5	C5orf38	156	217	219	123
C5orf42_TSS1_-375_g1	C5orf42	946	761	483	665
C5orf42_TSS1_-234_g2	C5orf42	1063	990	572	852
C5orf42_TSS1_-101_g3	C5orf42	226	725	609	599
C5orf42_TSS1_+57_g4	C5orf42	708	747	546	435
C5orf42_TSS1_+171_g5	C5orf42	721	696	682	794
C5orf45_TSS1_-350_g1	C5orf45	301	244	362	313
C5orf45_TSS1_-211_g2	C5orf45	298	273	250	264
C5orf45_TSS1_-129_g3	C5orf45	278	380	354	220
C5orf45_TSS1_+55_g4	C5orf45	218	317	349	233
C5orf45_TSS1_+165_g5	C5orf45	263	229	192	213
C5orf46_TSS1_-367_g1	C5orf46	641	567	413	701
C5orf46_TSS1_-229_g2	C5orf46	490	693	799	669
C5orf46_TSS1_-114_g3	C5orf46	809	747	943	678
C5orf46_TSS1_+43_g4	C5orf46	541	416	611	409
C5orf46_TSS1_+187_g5	C5orf46	482	368	430	524
C5orf47_TSS1_-329_g1	C5orf47	528	426	445	378
C5orf47_TSS1_-231_g2	C5orf47	477	377	480	479
C5orf47_TSS1_-129_g3	C5orf47	565	381	546	742
C5orf47_TSS1_+48_g4	C5orf47	346	282	328	514
C5orf47_TSS1_+200_g5	C5orf47	503	412	741	302
C5orf48_TSS1_-333_g1	C5orf48	713	1688	794	907
C5orf48_TSS1_-234_g2	C5orf48	943	577	637	688
C5orf48_TSS1_-141_g3	C5orf48	982	830	905	570
C5orf48_TSS1_+34_g4	C5orf48	454	582	671	779
C5orf48_TSS1_+192_g5	C5orf48	807	909	815	849
C5orf51_TSS1_-359_g1	C5orf51	623	477	478	711
C5orf51_TSS1_-205_g2	C5orf51	435	272	379	352
C5orf51_TSS1_-112_g3	C5orf51	475	268	422	342
C5orf51_TSS1_+32_g4	C5orf51	467	704	659	578
C5orf51_TSS1_+195_g5	C5orf51	560	538	386	622
C5orf52_TSS1_-346_g1	C5orf52	540	597	911	1415
C5orf52_TSS1_-233_g2	C5orf52	1069	529	3631	3252
C5orf52_TSS1_-142_g3	C5orf52	410	574	1561	1399
C5orf52_TSS1_+50_g4	C5orf52	793	634	1006	1367
C5orf52_TSS1_+170_g5	C5orf52	708	991	750	990
C5orf54_TSS1_-341_g1	C5orf54	209	195	293	423
C5orf54_TSS1_-221_g2	C5orf54	341	343	291	300
C5orf54_TSS1_-100_g3	C5orf54	241	323	368	318
C5orf54_TSS1_+18_g4	C5orf54	264	392	498	514
C5orf54_TSS1_+177_g5	C5orf54	245	285	192	225
C5orf55_TSS1_-355_g1	C5orf55	763	455	728	333
C5orf55_TSS1_-202_g2	C5orf55	617	485	509	610
C5orf55_TSS1_-144_g3	C5orf55	410	470	651	786
C5orf55_TSS1_+32_g4	C5orf55	611	348	701	458
C5orf55_TSS1_+163_g5	C5orf55	492	538	859	537
C5orf63_TSS1_-340_g1	C5orf63	712	624	729	325
C5orf63_TSS1_-211_g2	C5orf63	820	598	625	697
C5orf63_TSS1_-137_g3	C5orf63	1195	839	627	1066
C5orf63_TSS1_+42_g4	C5orf63	768	756	684	726
C5orf63_TSS1_+169_g5	C5orf63	521	835	621	647
C6orf1_TSS1_-354_g1	C6orf1	441	396	354	412
C6orf1_TSS1_-233_g2	C6orf1	474	733	813	386
C6orf1_TSS1_-122_g3	C6orf1	685	459	595	665
C6orf1_TSS1_+61_g4	C6orf1	672	610	307	615
C6orf1_TSS1_+156_g5	C6orf1	569	456	567	584
C6orf10_TSS1_-374_g1	C6orf10	1536	860	1000	975
C6orf10_TSS1_-233_g2	C6orf10	796	1012	1031	1110
C6orf10_TSS1_-100_g3	C6orf10	1148	741	1020	1073
C6orf10_TSS1_+19_g4	C6orf10	605	1041	591	761
C6orf10_TSS1_+195_g5	C6orf10	650	976	1020	718
C6orf106_TSS1_-361_g1	C6orf106	1013	1123	1395	800
C6orf106_TSS1_-241_g2	C6orf106	594	1148	615	383
C6orf106_TSS1_-121_g3	C6orf106	906	1010	619	546
C6orf106_TSS1_+28_g4	C6orf106	692	743	922	1077
C6orf106_TSS1_+156_g5	C6orf106	966	1131	1469	978
C6orf118_TSS1_-359_g1	C6orf118	609	550	627	742
C6orf118_TSS1_-238_g2	C6orf118	606	524	446	417
C6orf118_TSS1_-110_g3	C6orf118	412	384	324	390
C6orf118_TSS1_+30_g4	C6orf118	625	360	268	286
C6orf118_TSS1_+189_g5	C6orf118	783	714	766	780
C6orf120_TSS1_-373_g1	C6orf120	525	505	418	451
C6orf120_TSS1_-238_g2	C6orf120	678	380	556	959
C6orf120_TSS1_-115_g3	C6orf120	537	816	508	682
C6orf120_TSS1_+19_g4	C6orf120	804	677	766	744
C6orf120_TSS1_+174_g5	C6orf120	852	819	656	765
C6orf132_TSS1_-333_g1	C6orf132	436	535	731	597
C6orf132_TSS1_-218_g2	C6orf132	761	449	435	604
C6orf132_TSS1_-107_g3	C6orf132	514	748	780	810
C6orf132_TSS1_+53_g4	C6orf132	470	658	502	507
C6orf132_TSS1_+171_g5	C6orf132	400	1038	668	418
C6orf136_TSS1_-365_g1	C6orf136	637	461	728	677
C6orf136_TSS1_-198_g2	C6orf136	412	514	377	749
C6orf136_TSS1_-135_g3	C6orf136	481	450	374	391
C6orf136_TSS1_+49_g4	C6orf136	306	340	348	331
C6orf136_TSS1_+162_g5	C6orf136	530	515	583	748
C6orf141_TSS1_-349_g1	C6orf141	611	517	727	530
C6orf141_TSS1_-224_g2	C6orf141	696	656	370	605
C6orf141_TSS1_-124_g3	C6orf141	798	1891	673	1027
C6orf141_TSS1_+39_g4	C6orf141	994	578	718	814
C6orf141_TSS1_+189_g5	C6orf141	651	594	658	705
C6orf15_TSS1_-373_g1	C6orf15	285	225	168	247
C6orf15_TSS1_-224_g2	C6orf15	230	304	464	238
C6orf15_TSS1_-104_g3	C6orf15	484	455	349	341
C6orf15_TSS1_+26_g4	C6orf15	607	554	535	340
C6orf15_TSS1_+175_g5	C6orf15	255	195	384	326
C6orf163_TSS1_-360_g1	C6orf163	203	269	328	291
C6orf163_TSS1_-244_g2	C6orf163	309	290	452	254
C6orf163_TSS1_-110_g3	C6orf163	399	298	239	353
C6orf163_TSS1_+61_g4	C6orf163	374	489	364	297
C6orf163_TSS1_+189_g5	C6orf163	338	302	231	211
C6orf165_TSS1_-368_g1	C6orf165	367	570	262	451
C6orf165_TSS1_-213_g2	C6orf165	299	175	269	341
C6orf165_TSS1_-110_g3	C6orf165	286	168	192	213
C6orf165_TSS1_+25_g4	C6orf165	338	203	451	614
C6orf165_TSS1_+163_g5	C6orf165	386	343	145	221
C6orf195_TSS1_-374_g1	C6orf195	358	544	238	287
C6orf195_TSS1_-206_g2	C6orf195	550	834	472	821
