sgRNA	Gene	T0_rep1	T0_rep2	DMSO_rep1	DMSO_rep2	Drug_rep1	Drug_rep2	DrugHi_rep1	DrugHi_rep2
C1orf21_sg1	C1orf21	332	386	416	307	299	474	379	383
C1orf21_sg2	C1orf21	292	356	223	198	291	300	461	355
C1orf21_sg3	C1orf21	372	322	277	308	388	399	262	321
C1orf21_sg4	C1orf21	342	378	242	259	365	425	118	294
C1orf210_sg1	C1orf210	988	864	1058	1202	661	910	583	1116
C1orf210_sg2	C1orf210	846	907	778	993	1344	1504	1067	923
C1orf210_sg3	C1orf210	1044	1148	827	1086	805	1177	1222	1485
C1orf210_sg4	C1orf210	898	1539	687	614	926	1155	713	931
C1orf216_sg1	C1orf216	486	457	422	381	430	356	501	545
C1orf216_sg2	C1orf216	523	334	360	496	290	447	402	328
C1orf216_sg3	C1orf216	649	615	507	474	514	449	297	561
C1orf216_sg4	C1orf216	500	496	449	891	567	477	468	565
C1orf227_sg1	C1orf227	515	569	572	387	451	472	542	461
C1orf227_sg2	C1orf227	408	517	600	458	557	846	569	390
C1orf227_sg3	C1orf227	472	527	503	529	536	365	585	523
C1orf227_sg4	C1orf227	503	691	505	365	475	374	722	682
C1orf228_sg1	C1orf228	754	649	905	722	1135	1592	1872	571
C1orf228_sg2	C1orf228	664	715	536	458	678	488	1249	451
C1orf228_sg3	C1orf228	966	1126	713	992	958	702	1033	1502
C1orf228_sg4	C1orf228	926	982	367	466	989	899	732	644
C1orf233_sg1	C1orf233	581	652	388	682	516	611	948	589
C1orf233_sg2	C1orf233	326	457	488	543	431	292	678	725
C1orf233_sg3	C1orf233	252	475	436	619	533	639	334	484
C1orf233_sg4	C1orf233	266	400	406	491	592	279	395	350
C1orf50_sg1	C1orf50	1211	1434	650	1540	1484	1250	890	1314
C1orf50_sg2	C1orf50	1070	688	846	704	753	583	1024	910
C1orf50_sg3	C1orf50	1124	1053	1238	1381	877	778	887	1288
C1orf50_sg4	C1orf50	1245	1265	1088	1318	1670	951	1745	1086
C1orf51_sg1	C1orf51	934	720	766	520	477	880	566	508
C1orf51_sg2	C1orf51	1378	1094	1301	991	1151	969	1183	938
C1orf51_sg3	C1orf51	605	566	845	560	1129	999	773	1147
C1orf51_sg4	C1orf51	832	875	946	896	1235	793	787	633
C1orf52_sg1	C1orf52	943	593	723	620	471	514	855	787
C1orf52_sg2	C1orf52	977	815	572	846	792	1349	1329	821
C1orf52_sg3	C1orf52	1037	714	917	1124	738	1353	1088	921
C1orf52_sg4	C1orf52	1112	472	1139	514	581	727	792	414
C1orf56_sg1	C1orf56	998	995	1001	663	1084	614	1208	1106
C1orf56_sg2	C1orf56	1223	1366	1035	1098	1053	934	854	716
C1orf56_sg3	C1orf56	1120	1049	1047	1252	839	754	865	975
C1orf56_sg4	C1orf56	1334	1308	1030	1135	1029	711	1061	728
C1orf61_sg1	C1orf61	1116	1263	1611	906	1435	1783	1276	1030
C1orf61_sg2	C1orf61	1167	860	1448	911	1135	843	930	1032
C1orf61_sg3	C1orf61	1029	988	912	560	672	721	1391	1351
C1orf61_sg4	C1orf61	878	729	1299	693	1511	1146	1032	1411
C1orf63_sg1	C1orf63	515	739	708	529	507	405	409	503
C1orf63_sg2	C1orf63	516	570	563	510	403	380	252	468
C1orf63_sg3	C1orf63	315	423	402	532	372	298	293	421
C1orf63_sg4	C1orf63	457	289	420	671	550	387	410	356
C1orf74_sg1	C1orf74	417	512	447	668	425	603	407	357
C1orf74_sg2	C1orf74	600	308	518	528	643	533	569	557
C1orf74_sg3	C1orf74	517	611	585	608	971	505	540	543
C1orf74_sg4	C1orf74	375	638	297	469	799	481	399	323
C1orf85_sg1	C1orf85	469	472	541	803	816	472	418	444
C1orf85_sg2	C1orf85	376	366	339	423	315	422	343	549
C1orf85_sg3	C1orf85	574	634	1003	490	501	664	544	448
C1orf85_sg4	C1orf85	522	318	564	568	592	776	602	315
C1orf94_sg1	C1orf94	354	263	243	350	285	256	406	461
C1orf94_sg2	C1orf94	414	372	324	356	282	145	311	430
C1orf94_sg3	C1orf94	319	200	417	306	411	338	337	351
C1orf94_sg4	C1orf94	427	275	231	284	409	304	378	235
C1orf95_sg1	C1orf95	1107	1239	1705	1319	1312	1266	1240	858
C1orf95_sg2	C1orf95	906	1396	1224	1277	770	1435	793	1177
C1orf95_sg3	C1orf95	886	983	1037	1205	1089	833	836	874
C1orf95_sg4	C1orf95	619	935	576	851	858	819	1122	458
C20orf112_sg1	C20orf112	614	393	326	174	621	506	249	379
C20orf112_sg2	C20orf112	552	685	463	424	309	645	463	403
C20orf112_sg3	C20orf112	274	423	449	414	548	611	463	386
C20orf112_sg4	C20orf112	256	351	320	253	216	331	459	458
C20orf194_sg1	C20orf194	1457	1001	1301	836	928	872	610	1091
C20orf194_sg2	C20orf194	1239	1002	929	952	603	1511	1167	1377
C20orf194_sg3	C20orf194	1143	1244	1279	971	1001	1057	778	1207
C20orf194_sg4	C20orf194	1224	845	989	1104	1242	707	718	985
C20orf78_sg1	C20orf78	865	652	741	750	638	727	735	698
C20orf78_sg2	C20orf78	675	1019	621	629	542	905	706	707
C20orf78_sg3	C20orf78	857	812	764	543	1261	705	865	897
C20orf78_sg4	C20orf78	1155	606	1038	567	866	944	817	1097
C20orf96_sg1	C20orf96	1179	969	1226	1233	1362	1019	1364	750
C20orf96_sg2	C20orf96	1235	1372	1192	1570	578	1226	1529	1276
C20orf96_sg3	C20orf96	1445	1242	1397	1671	1408	1023	1382	1483
C20orf96_sg4	C20orf96	1043	1168	1280	843	1675	1103	1030	902
C21orf2_sg1	C21orf2	494	478	473	275	373	243	412	441
C21orf2_sg2	C21orf2	711	603	482	545	706	438	285	368
C21orf2_sg3	C21orf2	605	529	452	502	380	340	349	397
C21orf2_sg4	C21orf2	514	383	390	547	414	426	232	319
C21orf58_sg1	C21orf58	565	383	322	422	671	713	434	503
C21orf58_sg2	C21orf58	398	613	429	543	754	632	1202	787
C21orf58_sg3	C21orf58	777	451	1193	1108	780	765	870	897
C21orf58_sg4	C21orf58	653	577	724	748	608	461	823	806
C21orf59_sg1	C21orf59	573	652	825	560	609	427	462	592
C21orf59_sg2	C21orf59	568	677	603	369	306	486	468	532
C21orf59_sg3	C21orf59	325	413	492	330	411	570	419	317
C21orf59_sg4	C21orf59	419	776	734	849	491	612	571	458
C21orf91_sg1	C21orf91	1600	1247	1168	1097	672	986	1262	871
C21orf91_sg2	C21orf91	1347	1106	1159	988	518	811	829	940
C21orf91_sg3	C21orf91	738	1071	814	745	582	1259	641	1481
C21orf91_sg4	C21orf91	603	968	1202	875	945	1045	1312	838
C22orf15_sg1	C22orf15	363	238	471	456	277	418	498	333
C22orf15_sg2	C22orf15	419	270	448	407	305	298	351	345
C22orf15_sg3	C22orf15	341	283	370	464	316	250	340	335
C22orf15_sg4	C22orf15	336	217	275	311	286	380	236	314
C22orf23_sg1	C22orf23	416	499	389	438	556	345	342	430
C22orf23_sg2	C22orf23	687	699	400	667	570	296	596	503
C22orf23_sg3	C22orf23	365	508	640	483	536	491	558	484
C22orf23_sg4	C22orf23	422	498	429	388	329	617	394	440
C22orf26_sg1	C22orf26	839	1242	1168	1089	791	1250	714	748
C22orf26_sg2	C22orf26	1230	1280	1475	1045	1135	1474	1214	878
C22orf26_sg3	C22orf26	1072	982	940	1552	868	890	655	682
C22orf26_sg4	C22orf26	1122	935	1077	1472	849	863	689	1061
C22orf31_sg1	C22orf31	738	684	627	594	630	907	1116	471
C22orf31_sg2	C22orf31	836	866	751	577	579	804	678	921
C22orf31_sg3	C22orf31	970	761	786	745	787	1223	511	910
C22orf31_sg4	C22orf31	1058	790	705	773	660	609	585	479
C22orf43_sg1	C22orf43	213	218	202	187	169	178	170	147
C22orf43_sg2	C22orf43	194	291	212	329	208	153	135	131
C22orf43_sg3	C22orf43	303	264	233	188	153	139	147	164
C22orf43_sg4	C22orf43	224	193	193	212	193	290	147	137
C2CD2_sg1	C2CD2	511	587	657	454	441	590	620	665
C2CD2_sg2	C2CD2	765	655	611	553	632	592	805	700
C2CD2_sg3	C2CD2	502	509	645	373	571	656	805	581
C2CD2_sg4	C2CD2	510	539	371	416	741	618	363	402
C2CD4B_sg1	C2CD4B	824	895	728	1464	1042	795	1494	828
C2CD4B_sg2	C2CD4B	829	802	1165	1128	1212	890	1588	914
C2CD4B_sg3	C2CD4B	1004	629	1078	660	756	845	886	699
C2CD4B_sg4	C2CD4B	627	1043	866	1027	1126	805	407	581
C2orf15_sg1	C2orf15	425	472	367	399	344	425	515	644
C2orf15_sg2	C2orf15	392	449	331	474	325	599	486	428
C2orf15_sg3	C2orf15	241	284	179	284	386	315	465	341
C2orf15_sg4	C2orf15	296	469	579	518	688	574	875	723
C2orf42_sg1	C2orf42	841	1213	1281	954	566	1211	783	854
C2orf42_sg2	C2orf42	871	1040	964	1283	1438	1268	1268	717
C2orf42_sg3	C2orf42	1006	1146	725	1529	1232	540	1026	1324
C2orf42_sg4	C2orf42	874	844	744	1129	998	1072	953	682
C2orf49_sg1	C2orf49	1210	1002	1601	966	1576	1386	1985	1484
C2orf49_sg2	C2orf49	813	795	1525	1275	2590	1673	1637	2141
C2orf49_sg3	C2orf49	1943	1332	1751	1168	1061	1249	1155	1645
C2orf49_sg4	C2orf49	906	732	1442	962	1319	1192	1276	694
C2orf53_sg1	C2orf53	733	697	736	398	744	444	648	619
C2orf53_sg2	C2orf53	503	648	588	641	474	790	221	447
C2orf53_sg3	C2orf53	540	555	614	533	317	623	351	467
C2orf53_sg4	C2orf53	544	462	415	312	333	493	335	371
C2orf73_sg1	C2orf73	751	653	1258	1094	723	1244	583	978
C2orf73_sg2	C2orf73	1042	1024	792	859	1098	937	983	1414
C2orf73_sg3	C2orf73	1101	962	892	1052	663	1043	854	743
C2orf73_sg4	C2orf73	1007	948	581	1062	1101	713	704	1165
C2orf78_sg1	C2orf78	698	479	357	509	755	516	453	402
C2orf78_sg2	C2orf78	375	359	649	263	431	607	349	383
C2orf78_sg3	C2orf78	509	710	516	474	582	735	676	710
C2orf78_sg4	C2orf78	634	993	584	525	846	724	620	598
C2orf82_sg1	C2orf82	644	1225	1321	1679	1089	1638	1277	1330
C2orf82_sg2	C2orf82	893	960	1444	1537	921	1407	1317	1181
C2orf82_sg3	C2orf82	1489	967	1783	1028	1176	929	1265	1430
C2orf82_sg4	C2orf82	833	1193	1242	799	1244	859	1374	996
C3orf20_sg1	C3orf20	587	464	428	594	443	678	495	380
C3orf20_sg2	C3orf20	540	787	586	532	427	426	607	499
C3orf20_sg3	C3orf20	889	403	462	326	435	298	489	407
C3orf20_sg4	C3orf20	455	426	505	407	461	361	216	431
C3orf30_sg1	C3orf30	484	595	348	566	377	436	306	569
C3orf30_sg2	C3orf30	487	314	312	443	334	263	280	453
C3orf30_sg3	C3orf30	349	434	357	607	486	303	347	508
C3orf30_sg4	C3orf30	379	466	357	354	425	290	231	365
C3orf33_sg1	C3orf33	1007	1077	1116	1452	1195	964	1072	822
C3orf33_sg2	C3orf33	1317	829	559	1044	850	1019	934	1004
C3orf33_sg3	C3orf33	1287	1099	877	1094	1205	899	1622	2341
C3orf33_sg4	C3orf33	2315	1495	1683	1176	1650	921	1673	1448
C3orf67_sg1	C3orf67	789	768	384	647	821	557	690	621
C3orf67_sg2	C3orf67	620	737	804	448	628	549	807	359
C3orf67_sg3	C3orf67	640	857	591	435	499	984	324	744
C3orf67_sg4	C3orf67	508	483	608	431	632	540	604	411
C3orf72_sg1	C3orf72	213	292	226	170	215	241	236	188
C3orf72_sg2	C3orf72	213	177	188	224	279	156	248	213
C3orf72_sg3	C3orf72	236	245	284	133	228	183	309	242
C3orf72_sg4	C3orf72	220	152	191	131	169	147	234	157
C4orf21_sg1	C4orf21	716	1130	820	1150	625	742	1078	885
C4orf21_sg2	C4orf21	1465	1244	1270	1057	1704	1446	803	1368
C4orf21_sg3	C4orf21	891	695	514	793	601	817	908	950
C4orf21_sg4	C4orf21	1315	882	829	1011	1041	962	1041	1139
C4orf27_sg1	C4orf27	1307	1119	1298	857	1081	940	599	724
C4orf27_sg2	C4orf27	961	1011	745	629	538	896	617	1058
C4orf27_sg3	C4orf27	1430	1051	779	894	1430	920	765	739
C4orf27_sg4	C4orf27	987	1457	850	1010	887	931	1295	665
C4orf33_sg1	C4orf33	747	692	520	705	825	666	735	410
C4orf33_sg2	C4orf33	825	856	1128	795	1248	1282	1046	580
C4orf33_sg3	C4orf33	696	693	744	661	777	719	388	409
C4orf33_sg4	C4orf33	678	685	772	653	504	559	637	733
C4orf36_sg1	C4orf36	728	925	1157	983	748	626	583	842
C4orf36_sg2	C4orf36	957	1135	1439	861	1179	1200	764	1201
C4orf36_sg3	C4orf36	931	824	1322	1105	1200	776	873	546
C4orf36_sg4	C4orf36	719	1245	968	1232	939	550	703	959
C4orf6_sg1	C4orf6	1054	1495	711	1070	743	753	685	835
C4orf6_sg2	C4orf6	1068	1113	1009	720	1196	715	705	893
C4orf6_sg3	C4orf6	977	1112	1199	872	1179	1378	1243	1284
C4orf6_sg4	C4orf6	1035	1328	819	983	1139	1214	848	843
C5orf34_sg1	C5orf34	1165	1241	1232	820	884	800	900	1123
C5orf34_sg2	C5orf34	829	1336	862	1207	1073	1045	840	844
C5orf34_sg3	C5orf34	1393	1006	1087	918	881	1470	799	680
C5orf34_sg4	C5orf34	954	1071	891	806	864	1285	1074	1021
C5orf45_sg1	C5orf45	533	484	384	600	588	418	486	558
C5orf45_sg2	C5orf45	434	291	446	458	398	451	365	280
C5orf45_sg3	C5orf45	481	330	571	596	419	495	405	573
C5orf45_sg4	C5orf45	567	502	341	329	639	508	686	430
C5orf46_sg1	C5orf46	619	549	813	814	644	680	776	625
C5orf46_sg2	C5orf46	934	735	1154	1266	880	888	1289	462
C5orf46_sg3	C5orf46	930	775	726	885	1031	728	1050	563
C5orf46_sg4	C5orf46	1047	1162	964	928	975	1396	1077	1183
C5orf48_sg1	C5orf48	197	296	91	303	247	224	230	296
C5orf48_sg2	C5orf48	182	304	240	350	256	312	271	169
C5orf48_sg3	C5orf48	193	288	226	112	293	271	168	177
C5orf48_sg4	C5orf48	191	153	178	113	232	298	262	187
C5orf54_sg1	C5orf54	1049	1247	1188	1246	759	754	726	1128
C5orf54_sg2	C5orf54	886	1447	896	1113	1031	1511	1201	1108
C5orf54_sg3	C5orf54	943	1319	1066	976	1514	1070	1507	1211
C5orf54_sg4	C5orf54	963	1122	2234	911	969	1414	1332	1716
C6orf10_sg1	C6orf10	969	1061	773	1167	918	630	1455	1131
C6orf10_sg2	C6orf10	739	506	852	745	623	1068	597	1289
C6orf10_sg3	C6orf10	625	866	797	916	893	1239	988	999
C6orf10_sg4	C6orf10	863	936	1611	1021	867	948	953	1727
C6orf106_sg1	C6orf106	847	823	694	992	846	567	438	931
C6orf106_sg2	C6orf106	1117	1078	1110	747	720	1190	884	977
C6orf106_sg3	C6orf106	540	797	498	697	611	727	456	597
C6orf106_sg4	C6orf106	894	746	924	764	548	715	912	671
C6orf118_sg1	C6orf118	911	781	650	999	266	789	645	690
C6orf118_sg2	C6orf118	654	504	631	762	597	631	675	659
C6orf118_sg3	C6orf118	629	643	443	575	530	761	602	667
C6orf118_sg4	C6orf118	590	703	438	491	729	415	468	891
C6orf132_sg1	C6orf132	917	696	420	705	663	526	742	812
C6orf132_sg2	C6orf132	1091	1044	610	813	973	808	835	938
C6orf132_sg3	C6orf132	480	410	509	511	416	393	523	461
C6orf132_sg4	C6orf132	545	487	731	494	723	426	705	405
C6orf201_sg1	C6orf201	273	323	670	666	672	385	505	396
C6orf201_sg2	C6orf201	420	325	411	398	231	576	345	305
C6orf201_sg3	C6orf201	292	455	349	259	345	443	572	342
C6orf201_sg4	C6orf201	348	253	311	411	222	260	262	365
C6orf211_sg1	C6orf211	427	452	622	741	402	315	261	578
C6orf211_sg2	C6orf211	430	368	525	387	426	216	338	179
C6orf211_sg3	C6orf211	682	555	537	688	442	502	601	387
C6orf211_sg4	C6orf211	297	555	461	337	406	413	383	246
C6orf223_sg1	C6orf223	554	691	519	257	576	482	477	473
C6orf223_sg2	C6orf223	741	658	683	561	791	579	596	516
C6orf223_sg3	C6orf223	796	929	571	703	581	549	358	682
C6orf223_sg4	C6orf223	341	337	501	476	382	618	389	333
C6orf48_sg1	C6orf48	991	750	600	875	778	1189	697	841
C6orf48_sg2	C6orf48	862	649	643	573	719	922	779	801
C6orf48_sg3	C6orf48	1051	1455	1034	869	711	965	974	1212
C6orf48_sg4	C6orf48	1104	1003	815	1235	1178	1265	1194	819
C6orf52_sg1	C6orf52	595	440	483	360	717	343	629	610
C6orf52_sg2	C6orf52	362	419	448	427	358	523	434	524
C6orf52_sg3	C6orf52	264	356	496	353	324	309	368	564
C6orf52_sg4	C6orf52	667	603	613	327	657	665	729	670
C6orf57_sg1	C6orf57	316	584	193	667	658	471	475	724
C6orf57_sg2	C6orf57	551	425	437	493	478	491	495	441
C6orf57_sg3	C6orf57	392	370	567	401	274	505	343	406
C6orf57_sg4	C6orf57	329	327	313	343	311	577	369	456
C6orf62_sg1	C6orf62	224	275	356	226	297	260	277	357
C6orf62_sg2	C6orf62	260	185	230	367	305	299	251	200
C6orf62_sg3	C6orf62	169	218	197	142	154	220	274	182
C6orf62_sg4	C6orf62	241	308	288	231	293	238	265	213
C6orf99_sg1	C6orf99	872	713	835	726	674	775	600	1655
C6orf99_sg2	C6orf99	1208	1526	1364	892	1283	862	1216	1098
C6orf99_sg3	C6orf99	937	1019	942	789	1233	689	646	833
C6orf99_sg4	C6orf99	875	1122	903	1684	820	949	1848	961
C7orf10_sg1	C7orf10	1358	1144	1572	1419	1373	1008	1489	1169
C7orf10_sg2	C7orf10	1070	1002	773	1031	756	1185	1119	1278
C7orf10_sg3	C7orf10	819	869	1014	688	973	625	1190	731
C7orf10_sg4	C7orf10	765	1006	1249	1028	957	816	937	1480
C7orf25_sg1	C7orf25	534	712	777	412	542	839	643	589
C7orf25_sg2	C7orf25	654	1016	1286	1316	1113	1230	964	1636
C7orf25_sg3	C7orf25	897	426	640	1079	971	1246	789	965
C7orf25_sg4	C7orf25	762	866	755	1225	856	796	772	540
C7orf29_sg1	C7orf29	852	743	776	604	799	871	781	1132
C7orf29_sg2	C7orf29	728	772	724	702	540	802	679	584
C7orf29_sg3	C7orf29	615	461	516	1036	597	775	631	879
C7orf29_sg4	C7orf29	563	525	870	549	699	743	1065	1168
C7orf43_sg1	C7orf43	345	537	424	320	372	370	273	441
C7orf43_sg2	C7orf43	393	342	470	320	443	385	521	491
C7orf43_sg3	C7orf43	421	441	377	357	545	535	512	603
C7orf43_sg4	C7orf43	306	347	380	506	445	413	311	425
C7orf49_sg1	C7orf49	734	673	572	633	864	324	507	573
C7orf49_sg2	C7orf49	620	615	258	517	446	544	580	635
C7orf49_sg3	C7orf49	498	420	441	460	483	406	802	546
C7orf49_sg4	C7orf49	397	540	567	586	497	603	420	438
C7orf50_sg1	C7orf50	232	154	373	363	287	263	335	467
C7orf50_sg2	C7orf50	226	238	208	209	282	159	188	353
C7orf50_sg3	C7orf50	291	244	150	334	337	400	397	399
C7orf50_sg4	C7orf50	409	389	208	405	445	260	491	298
C7orf55_sg1	C7orf55	858	1087	875	836	695	841	1417	886
C7orf55_sg2	C7orf55	722	1124	1178	840	1397	605	1074	751
C7orf55_sg3	C7orf55	988	885	991	620	756	1058	612	1280
C7orf55_sg4	C7orf55	744	759	748	1103	1445	1157	911	989
C8orf22_sg1	C8orf22	1253	1269	2354	1325	622	1272	778	991
C8orf22_sg2	C8orf22	1486	1081	930	1983	1180	1308	1140	1214
C8orf22_sg3	C8orf22	897	987	838	751	806	756	756	879
C8orf22_sg4	C8orf22	1114	1458	1131	1092	709	905	692	1065
C8orf34_sg1	C8orf34	918	1051	913	839	900	752	725	807
C8orf34_sg2	C8orf34	851	687	625	617	813	572	910	769
C8orf34_sg3	C8orf34	986	948	828	657	1310	916	724	757
C8orf34_sg4	C8orf34	1204	936	784	804	666	501	553	875
C8orf37_sg1	C8orf37	473	525	584	358	493	400	398	652
C8orf37_sg2	C8orf37	595	556	358	300	330	383	405	397
C8orf37_sg3	C8orf37	612	388	449	419	341	255	434	250
C8orf37_sg4	C8orf37	344	394	354	287	361	287	391	365
C8orf42_sg1	C8orf42	270	296	314	361	299	243	328	357
C8orf42_sg2	C8orf42	233	280	208	183	197	184	243	258
C8orf42_sg3	C8orf42	307	282	239	223	361	369	479	215
C8orf42_sg4	C8orf42	367	337	255	277	448	355	479	419
C8orf44_sg1	C8orf44	832	1025	916	1148	734	1542	1140	778
C8orf44_sg2	C8orf44	1496	1007	1526	1324	1741	1579	819	1322
C8orf44_sg3	C8orf44	1404	1113	1651	1284	1105	1444	1127	1121
C8orf44_sg4	C8orf44	1349	940	1065	1313	1012	1107	1822	915
C8orf46_sg1	C8orf46	553	477	460	241	357	466	380	529
C8orf46_sg2	C8orf46	433	399	441	228	432	357	320	349
C8orf46_sg3	C8orf46	523	427	379	269	227	546	393	325
C8orf46_sg4	C8orf46	393	436	310	428	441	389	151	242
C8orf47_sg1	C8orf47	773	655	857	990	1157	858	1111	1402
C8orf47_sg2	C8orf47	752	1408	575	824	873	1002	1164	1269
C8orf47_sg3	C8orf47	934	1228	1477	1241	1347	1700	1172	1389
C8orf47_sg4	C8orf47	868	760	436	1104	1086	1157	1029	1090
C8orf74_sg1	C8orf74	689	436	812	451	405	547	487	261
C8orf74_sg2	C8orf74	493	411	379	458	291	539	547	447
C8orf74_sg3	C8orf74	337	429	374	335	367	590	449	339
C8orf74_sg4	C8orf74	295	282	333	435	365	328	338	285
C8orf76_sg1	C8orf76	685	571	750	559	576	385	720	575
C8orf76_sg2	C8orf76	464	507	721	358	420	764	607	487
C8orf76_sg3	C8orf76	654	736	458	887	430	717	682	523
C8orf76_sg4	C8orf76	876	743	730	1106	1051	953	654	601
C9orf116_sg1	C9orf116	211	255	168	373	215	219	330	251
C9orf116_sg2	C9orf116	172	247	218	277	169	201	284	299
C9orf116_sg3	C9orf116	306	229	270	277	310	126	297	272
C9orf116_sg4	C9orf116	247	268	196	226	283	190	195	277
C9orf117_sg1	C9orf117	755	842	942	631	622	974	963	1011
C9orf117_sg2	C9orf117	689	1229	1378	1646	1822	1340	1240	923
C9orf117_sg3	C9orf117	634	772	716	420	765	902	804	749
C9orf117_sg4	C9orf117	685	971	1529	528	991	850	677	833
C9orf123_sg1	C9orf123	539	344	368	570	507	549	556	665
C9orf123_sg2	C9orf123	1006	732	727	924	631	638	580	855
C9orf123_sg3	C9orf123	755	762	606	1258	638	883	637	615
C9orf123_sg4	C9orf123	682	934	845	899	681	969	687	485
C9orf135_sg1	C9orf135	1176	1205	1232	1364	1276	890	1075	1115
C9orf135_sg2	C9orf135	828	1131	873	1223	690	1055	1300	1145
C9orf135_sg3	C9orf135	1269	958	1001	897	805	1436	973	1602
C9orf135_sg4	C9orf135	994	573	1198	677	960	890	1016	815
C9orf142_sg1	C9orf142	681	764	462	646	511	362	645	898
C9orf142_sg2	C9orf142	638	665	487	686	584	415	466	616
C9orf142_sg3	C9orf142	431	671	652	897	576	768	555	508
C9orf142_sg4	C9orf142	1093	706	1081	670	512	492	810	495
C9orf153_sg1	C9orf153	642	285	418	462	471	560	376	326
C9orf153_sg2	C9orf153	613	686	575	417	432	499	717	813
C9orf153_sg3	C9orf153	555	459	475	655	462	441	352	513
C9orf153_sg4	C9orf153	758	645	887	832	654	712	690	1024
C9orf3_sg1	C9orf3	1004	952	750	735	350	497	625	683
C9orf3_sg2	C9orf3	969	996	494	801	838	813	574	511
C9orf3_sg3	C9orf3	664	592	696	396	688	858	544	599
C9orf3_sg4	C9orf3	1004	1174	1063	1119	617	1050	776	577
C9orf37_sg1	C9orf37	966	1416	1487	1522	971	1031	1117	2052
C9orf37_sg2	C9orf37	1590	1253	944	1729	1052	1115	1196	1387
C9orf37_sg3	C9orf37	1036	888	1258	710	1541	1074	1531	1188
C9orf37_sg4	C9orf37	1651	1328	972	1941	1449	1463	1426	1026
C9orf50_sg1	C9orf50	874	653	483	841	744	568	731	419
C9orf50_sg2	C9orf50	878	1458	1061	1371	649	484	841	577
C9orf50_sg3	C9orf50	775	614	639	774	717	757	399	859
C9orf50_sg4	C9orf50	1300	1454	1071	1092	1091	799	1197	1344
C9orf64_sg1	C9orf64	1133	1147	924	892	1196	1005	909	859
C9orf64_sg2	C9orf64	944	483	890	677	619	769	1192	874
C9orf64_sg3	C9orf64	740	881	591	712	994	944	863	902
C9orf64_sg4	C9orf64	655	797	511	796	665	1093	488	1032
C9orf66_sg1	C9orf66	604	649	500	425	576	809	381	802
C9orf66_sg2	C9orf66	817	676	692	499	664	861	673	473
C9orf66_sg3	C9orf66	650	751	408	783	659	394	723	514
C9orf66_sg4	C9orf66	1333	1076	963	876	547	972	771	476
C9orf69_sg1	C9orf69	491	855	525	757	567	623	542	460
C9orf69_sg2	C9orf69	549	521	756	694	514	698	680	894
C9orf69_sg3	C9orf69	630	676	630	639	591	531	553	769
C9orf69_sg4	C9orf69	799	715	602	648	1007	868	648	1019
C9orf72_sg1	C9orf72	705	1053	1456	1446	870	1654	1377	969
C9orf72_sg2	C9orf72	1433	1390	926	1230	1508	2059	1232	1277
C9orf72_sg3	C9orf72	1359	1501	1200	1296	1488	1568	1201	1105
C9orf72_sg4	C9orf72	690	1121	1217	1467	1012	942	1706	1926
C9orf9_sg1	C9orf9	674	782	644	574	496	748	864	984
C9orf9_sg2	C9orf9	990	673	938	604	888	692	670	667
C9orf9_sg3	C9orf9	791	701	554	628	465	587	572	433
C9orf9_sg4	C9orf9	613	743	575	787	794	949	674	821
C9orf91_sg1	C9orf91	1142	1129	987	1063	994	1309	1209	1181
C9orf91_sg2	C9orf91	611	600	745	832	661	794	620	651
C9orf91_sg3	C9orf91	967	829	965	718	768	1004	807	794
C9orf91_sg4	C9orf91	551	584	707	768	740	628	1134	677
C9orf96_sg1	C9orf96	777	654	720	681	723	801	428	762
C9orf96_sg2	C9orf96	694	653	862	602	743	900	453	854
C9orf96_sg3	C9orf96	914	573	601	751	1120	627	703	769
C9orf96_sg4	C9orf96	1076	887	811	672	699	720	905	636
CA9_sg1	CA9	311	339	172	252	321	314	390	254
CA9_sg2	CA9	331	458	344	309	500	287	294	420
CA9_sg3	CA9	344	459	423	296	217	240	437	315
CA9_sg4	CA9	427	461	600	490	549	384	587	290
CAB39L_sg1	CAB39L	883	805	521	1001	982	562	793	899
CAB39L_sg2	CAB39L	1510	1113	1058	564	651	1249	1300	1100
CAB39L_sg3	CAB39L	804	755	845	1000	818	962	908	1299
CAB39L_sg4	CAB39L	1017	603	832	691	1018	1099	1126	1056
CABLES1_sg1	CABLES1	1087	1265	1318	1635	1357	1238	1062	1024
CABLES1_sg2	CABLES1	659	1018	1134	1182	1574	986	849	870
CABLES1_sg3	CABLES1	813	990	1595	2166	1353	661	1125	1107
CABLES1_sg4	CABLES1	1423	1460	1221	1420	1122	1238	1494	1333
CABP1_sg1	CABP1	537	495	386	788	688	764	515	633
CABP1_sg2	CABP1	894	863	594	639	628	630	636	381
CABP1_sg3	CABP1	373	449	812	513	586	601	470	448
CABP1_sg4	CABP1	465	435	405	511	391	684	385	354
CACUL1_sg1	CACUL1	1270	870	933	1107	1056	1448	1112	817
CACUL1_sg2	CACUL1	1337	1257	1125	760	902	946	1318	1221
CACUL1_sg3	CACUL1	838	573	1200	1029	797	650	1195	924
CACUL1_sg4	CACUL1	1266	689	688	1054	819	803	679	737
CAD_sg1	CAD	840	738	809	981	999	1056	777	977
CAD_sg2	CAD	972	1059	1049	874	688	879	839	1161
CAD_sg3	CAD	945	661	869	1099	1101	787	848	932
CAD_sg4	CAD	701	612	960	972	998	857	876	880
